encoding,accuracy_mean,accuracy_std,f1_macro_mean,f1_macro_std,spike_sparsity_pct_mean,spike_sparsity_pct_std,energy_ratio_mean,energy_ratio_std,energy_savings_pct_mean,energy_savings_pct_std,semantic_preservation_score
poisson_rate,0.184,,0.007063882063882063,,35.78721284866333,,5591.082998651637,,99.98211437747855,,0.9945820569992065
latency,0.175,,0.006769825918762088,,98.00286889076233,,250503.6373934286,,99.99960080419973,,0.999744713306427
temporal,0.192,,0.012199433151494833,,98.00000190734863,,250145.0512872493,,99.99960023194748,,0.9996803402900696
population,0.189,,0.011154666398057244,,43.403345346450806,,2226.380778562345,,99.95508405347239,,0.9994267225265503
binary_threshold,0.293,,0.05981474123015858,,72.4632978439331,,15930.953768615862,,99.99372291192024,,0.5723464488983154
